id, state, user_opened, employee_open, user_closed, employee_closed, days_opened, number_of_comments, days_between_first_and_last_comment, days_first_comment_after_creation, days_last_comment_before_closed
1408,open,wmzy,false,null,false,null,0,null,null,null
1407,open,EbsrVlee,false,null,false,null,7,16,0,null
1406,open,jwbennet,false,null,false,null,2,0,23,null
1404,open,langsky,false,null,false,null,3,7,67,null
1403,open,hparadiz,false,null,false,null,0,null,null,null
1402,closed,cirpo,false,cirpo,false,0,1,0,0,0
1401,open,PacMacCock,false,null,false,null,1,0,121,null
1400,open,rgomez90,false,null,false,null,2,0,34,null
1399,open,ronmshv,false,null,false,null,0,null,null,null
1398,open,PacMacCock,false,null,false,null,0,null,null,null
1397,open,MichaelMallett,false,null,false,null,1,0,24,null
1394,open,ardani,false,null,false,null,1,0,33,null
1393,closed,ardani,false,ardani,false,0,0,null,null,null
1392,closed,CharredCharry,false,mose,false,0,1,0,0,0
1389,closed,kemosabe73,false,stale[bot],false,98,4,90,0,7
1388,open,strugee,false,null,false,null,8,90,0,null
1387,open,jairaman12,false,null,false,null,3,92,27,null
1386,closed,mdouglass,false,stale[bot],false,97,3,253,0,156
1385,closed,frozen1900,false,stale[bot],false,97,1,0,90,7
1384,closed,andreash92,false,stale[bot],false,97,4,174,0,77
851,closed,sommestad,false,stale[bot],false,864,5,854,0,8
847,closed,brodock,false,technicalpickles,true,861,11,855,5,0
846,closed,matsukaz,false,stale[bot],false,875,3,30,0,845
845,closed,robert-rally,false,technicalpickles,true,65,7,41,24,0
844,closed,jaxxstorm,false,jaxxstorm,false,1,3,0,0,0
843,closed,jakesyl,false,jakesyl,false,0,2,3,0,3
838,closed,tomashley,false,technicalpickles,true,39,12,39,0,0
834,closed,kballard,false,kballard,false,4,4,3,1,0
833,closed,materechm,false,materechm,false,26,5,6,0,19
830,closed,8la,false,8la,false,0,1,0,0,0
829,closed,lajlev,false,technicalpickles,true,12,6,12,0,0
828,closed,mal,false,mal,false,25,11,25,0,0
827,closed,mal,false,technicalpickles,true,67,2,60,7,0
826,closed,technicalpickles,true,technicalpickles,true,97,2,25,0,72
823,closed,lukerollans,false,stale[bot],false,925,8,1028,9,112
822,closed,brianshumate,false,technicalpickles,true,10,10,25,0,15
815,closed,bloo,false,technicalpickles,true,212,2,0,1,210
813,closed,victorhooi,false,bkeepers,true,934,5,934,0,0
812,closed,albhardy,false,albhardy,false,0,18,218,0,217
811,closed,trusktr,false,technicalpickles,true,0,5,0,0,0
804,closed,technicalpickles,true,stale[bot],false,955,6,237,26,691
799,closed,XiaokunHou,false,mose,false,933,5,929,4,0
798,closed,jimcortez,false,jimcortez,false,0,4,0,0,0
787,closed,victorhooi,false,mose,false,945,4,971,2,29
786,closed,technicalpickles,true,technicalpickles,true,177,4,51,125,0
785,closed,kevinsimper,false,technicalpickles,true,238,2,0,0,236
783,closed,martinb3,false,martinb3,false,0,2,0,0,0
781,closed,epinault,false,technicalpickles,true,80,4,87,0,7
780,closed,victorhooi,false,bkeepers,true,942,4,940,1,0
779,closed,kmanzana,false,technicalpickles,true,31,27,31,0,0
778,closed,victorhooi,false,technicalpickles,true,375,11,375,0,0
774,closed,victorhooi,false,victorhooi,false,6,2,6,0,0
771,closed,njia,false,mose,false,963,8,1025,90,153
768,closed,michaelansel,false,technicalpickles,true,979,10,946,33,0
767,closed,technicalpickles,true,stale[bot],false,1167,8,1160,0,7
766,closed,lukerollans,false,technicalpickles,true,0,1,0,0,0
765,closed,lukerollans,false,technicalpickles,true,0,5,712,0,712
763,closed,l8nite,false,l8nite,false,7,2,6,0,0
760,closed,apritykin,false,technicalpickles,true,0,1,0,0,0
759,closed,bouzuya,false,technicalpickles,true,52,4,30,1,20
758,closed,owenconti,false,owenconti,false,0,2,1,0,1
757,closed,dkovar,false,mose,false,982,6,981,0,0
753,closed,tspascoal,false,technicalpickles,true,0,1,0,0,0
751,closed,ghost,false,null,false,6,9,5,1,0
742,open,bfirsh,false,null,false,null,7,1342,10,null
741,closed,Jaglag,false,technicalpickles,true,8,1,0,8,0
740,closed,huafu,false,technicalpickles,true,8,3,6,1,0
739,closed,erikcox,false,technicalpickles,true,14,5,21,3,11
738,closed,dblandin,false,dblandin,false,137,4,133,3,0
735,closed,kvish,false,technicalpickles,true,151,2,146,5,0
734,closed,Neoanarika,false,technicalpickles,true,9,4,8,1,0
733,closed,johnhammerlund,false,technicalpickles,true,37,1,0,37,0
731,closed,juanpaulo,false,michaelansel,false,329,11,243,0,85
