id, state, user, employee_open, user_closed, employee_merged, days_opened, number_of_comments, days_between_first_and_last_comment, days_first_comment_after_creation, days_last_comment_before_closed
1309,closed,benbalter,true,benbalter,true,4,0,null,null,null
1312,closed,bkeepers,true,bkeepers,false,0,0,null,null,null
1317,closed,Sirius-A,false,bkeepers,false,0,0,null,null,null
1319,closed,ParthKolekar,false,null,false,0,0,null,null,null
1320,closed,bkeepers,true,bkeepers,false,0,0,null,null,null
1321,closed,bkeepers,true,bkeepers,false,0,0,null,null,null
1323,closed,bkeepers,true,bkeepers,false,0,1,0,0,0
1325,closed,mose,false,null,false,0,0,null,null,null
1326,closed,bkeepers,true,mose,false,1,4,0,0,0
1328,closed,technicalpickles,true,mose,false,0,0,null,null,null
1329,closed,jbosse,false,mose,false,0,0,null,null,null
133,closed,tombell,false,null,false,0,0,null,null,null
1332,closed,mose,false,mose,false,2,8,1,0,0
1334,closed,LindseyB,true,bkeepers,false,0,0,null,null,null
1335,closed,bkeepers,true,bkeepers,false,10,0,null,null,null
1336,closed,bkeepers,true,bkeepers,false,0,0,null,null,null
